text,font_size,is_bold,is_italic,y_pos,x_pos,line_height,space_after_line,space_before_line,page,is_title_case,is_upper,ends_colon,starts_number,word_count,has_bullet_prefix,label
to support e-learning,11.039999961853027,0,0,261.8,107.99490356445312,12.320648193359375,0.37935180664061363,0.27936706542971024,5,0,0,0,0,3,0,other
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,0,0,274.5,107.99490356445312,12.320648193359375,0.27935180664064774,0.37935180664061363,5,0,0,0,0,12,0,other
to assist citizens as they use web-links,11.039999961853027,0,0,287.1,107.99490356445312,12.320648193359375,0.2793518066405909,0.27935180664064774,5,0,0,0,0,7,0,other
Training:,11.039999961853027,1,1,299.7,89.99970245361328,12.320648193359375,0.47935180664063637,0.2793518066405909,5,1,0,1,0,1,0,other
for library workers,11.039999961853027,0,0,312.5,107.99490356445312,12.320648193359375,0.27935180664064774,0.47935180664063637,5,0,0,0,0,3,0,other
for the general public,11.039999961853027,0,0,325.1,107.99490356445312,12.320648193359375,12.97935180664058,0.27935180664064774,5,0,0,0,0,4,0,other
Provincial Purchasing & Licensing:,11.039999961853027,1,1,350.4,89.99970245361328,12.320648193359375,0.27935180664064774,12.97935180664058,5,1,0,1,0,4,0,other
of electronic content on a consortia basis for all member libraries,11.039999961853027,0,0,363.0,107.99490356445312,12.320648193359375,12.979351806640636,0.27935180664064774,5,0,0,0,0,11,0,other
Technological Support:,11.039999961853027,1,1,388.3,89.99970245361328,12.320648193359375,0.37935180664061363,12.979351806640636,5,1,0,1,0,2,0,other
of common standards for the preservation and archiving local digital content,11.039999961853027,0,0,401.0,107.99490356445312,12.320648193359375,0.27935180664064774,0.37935180664061363,5,0,0,0,0,11,0,other
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,0,0,413.6,107.99490356445312,12.320648193359375,0.2793518066405909,0.27935180664064774,5,0,0,0,0,15,0,other
library web sites,11.039999961853027,0,0,426.2,107.99490356445312,12.3206787109375,27.6793212890625,0.2793518066405909,5,0,0,0,0,3,0,other
What could the ODL really mean?,11.039999961853027,0,0,466.2,89.99971008300781,15.555389404296875,12.044610595703148,27.6793212890625,5,0,0,0,0,6,0,other
For each Ontario citizen it could mean:,11.039999961853027,1,0,493.8,89.99969482421875,12.320648193359375,0.47935180664063637,12.044610595703148,5,0,0,1,0,7,0,other
One local point of entry to access seamless electronic library services and,11.039999961853027,0,0,506.6,162.0025634765625,12.3206787109375,0.27932128906252274,0.47935180664063637,5,0,0,0,0,12,0,other
"resources for their personal, educational and professional needs;",11.039999961853027,0,0,519.2,162.0025634765625,12.3206787109375,0.3793212890624318,0.27932128906252274,5,0,0,0,0,8,0,other
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,0,0,531.9,162.0025634765625,12.3206787109375,0.27932128906252274,0.3793212890624318,5,0,0,0,0,9,0,other
"community, school, or academic library;",11.039999961853027,0,0,544.5,162.0025634765625,12.32073974609375,0.27926025390627274,0.27932128906252274,5,0,0,0,0,5,0,other
Confidence that the electronic services and sources they – and their children,11.039999961853027,0,0,557.1,162.00259399414062,12.3206787109375,0.3793212890624318,0.27926025390627274,5,0,0,0,0,12,0,other
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,0,0,569.8,162.00259399414062,12.32073974609375,0.27926025390627274,0.3793212890624318,5,0,0,0,0,13,0,other
perspectives;,11.039999961853027,0,0,582.4,162.00259399414062,12.3206787109375,0.4793212890625682,0.27926025390627274,5,0,0,0,0,1,0,other
Electronic information and tools that enhance job skills and the learning,11.039999961853027,0,0,595.2,162.00259399414062,12.32073974609375,0.17926025390625,0.4793212890625682,5,0,0,0,0,11,0,other
experience,11.039999961853027,0,0,607.7,162.00257873535156,12.3206787109375,12.1793212890625,0.17926025390625,5,0,0,0,0,1,0,other
For each Ontario student it could mean:,11.039999961853027,1,0,632.2,89.99970245361328,12.3206787109375,0.5793212890624773,12.1793212890625,5,0,0,1,0,7,0,other
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,0,0,645.1,162.00257873535156,12.3206787109375,0.27932128906252274,0.5793212890624773,5,0,0,0,0,11,0,other
resources and services,11.039999961853027,0,0,657.7,162.00257873535156,12.3206787109375,0.3793212890624318,0.27932128906252274,5,0,0,0,0,3,0,other
"Connection to their individual educational environment, whether at the",11.039999961853027,0,0,670.4,162.00257873535156,12.3206787109375,0.27932128906252274,0.3793212890624318,5,0,0,0,0,9,0,other
"elementary, secondary or post-secondary levels",11.039999961853027,0,0,683.0,162.00257873535156,12.3206787109375,35.6793212890625,0.27932128906252274,5,0,0,0,0,5,0,other
5,9.0,0,1,731.0,516.640625,12.6810302734375,0.0,35.6793212890625,5,0,0,0,1,1,0,other
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7.559999942779541,1,1,734.0,90.04060363769531,8.43695068359375,0.0,0.0,5,0,0,0,0,11,0,other
"Confidence that the services and resources people are using are credible,",11.039999961853027,0,0,72.2,162.0402069091797,12.320632934570312,0.2793670654296818,0.0,6,0,0,0,0,11,0,other
available when they need them and adaptable to different learning styles,11.039999961853027,0,0,84.8,162.0402069091797,12.320632934570312,12.87936706542969,0.2793670654296818,6,0,0,0,0,11,0,other
For each Ontario library it could mean:,11.039999961853027,1,0,110.0,90.0373306274414,12.320632934570312,0.47936706542968466,12.87936706542969,6,0,0,1,0,7,0,other
One point of entry for themselves and their clientele to quality electronic,11.039999961853027,0,0,122.8,162.0402069091797,12.320632934570312,0.2793670654296818,0.47936706542968466,6,0,0,0,0,12,0,other
"resources and services that support and enhance their collections, programs",11.039999961853027,0,0,135.4,162.0402069091797,12.320632934570312,0.2793670654296818,0.2793670654296818,6,0,0,0,0,10,0,other
and services,11.039999961853027,0,0,148.0,162.0402069091797,12.320632934570312,0.47936706542969887,0.2793670654296818,6,0,0,0,0,2,0,other
"The opportunity to show case their local community, collections, services, and",11.039999961853027,0,0,160.8,162.0402069091797,12.320632934570312,0.2793670654296818,0.47936706542969887,6,0,0,0,0,11,0,other
expertise,11.039999961853027,0,0,173.4,162.0402069091797,12.320693969726562,0.37930603027342613,0.2793670654296818,6,0,0,0,0,1,0,other
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999961853027,0,0,186.1,162.0402069091797,12.320632934570312,0.2793670654296818,0.37930603027342613,6,0,0,0,0,11,0,other
to provide a seamless gateway to digital resources and services,11.039999961853027,0,0,198.7,162.0402069091797,12.320755004882812,12.879244995117205,0.2793670654296818,6,0,0,0,0,10,0,other
For the Ontario government it could mean:,11.039999961853027,1,0,223.9,90.03731536865234,12.320632934570312,0.37936706542967613,12.879244995117205,6,0,0,1,0,7,0,other
"A point of entry to information services and resources for all Ontario citizens,",11.039999961853027,0,1,236.6,162.0402069091797,12.320632934570312,0.37936706542970455,0.37936706542967613,6,0,0,0,0,13,0,other
connecting to portal initiatives .,11.039999961853027,0,1,249.3,162.0402069091797,12.320632934570312,0.2793670654296534,0.37936706542970455,6,0,0,0,0,5,0,other
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999961853027,0,0,261.9,162.0402069091797,12.320648193359375,0.3793518066406705,0.2793670654296534,6,0,0,0,0,10,0,other
library initiative that positions Ontario on the global e-learning scene,11.039999961853027,0,0,274.6,162.0402069091797,12.320648193359375,0.2793518066405909,0.3793518066406705,6,0,0,0,0,10,0,other
Improved access and flexibility for all students at all ages and stages,11.039999961853027,0,0,287.2,162.0402069091797,12.320648193359375,0.27935180664064774,0.2793518066405909,6,0,0,0,0,12,0,other
(supports Ontario’s lifelong learning strategy),11.039999961853027,0,0,299.8,162.0402069091797,12.320648193359375,0.37935180664061363,0.27935180664064774,6,0,0,0,0,5,0,other
The opportunity to address emerging job skills shortages and facilitate school,11.039999961853027,0,0,312.5,162.0402069091797,12.320648193359375,0.27935180664064774,0.37935180664061363,6,0,0,0,0,11,0,other
to work and job to job transitions with the necessary information and,11.039999961853027,0,0,325.1,162.0402069091797,12.320648193359375,0.4793518066405795,0.27935180664064774,6,0,0,0,0,12,0,other
knowledge supports and tools,11.039999961853027,0,0,337.9,162.0402069091797,12.320648193359375,12.87935180664067,0.4793518066405795,6,0,0,0,0,4,0,other
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999961853027,0,0,363.1,90.0373306274414,12.3206787109375,0.37932128906248863,12.87935180664067,6,0,0,0,0,14,0,other
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999961853027,0,0,375.8,90.0483627319336,12.320648193359375,0.2793518066405909,0.37932128906248863,6,0,0,0,0,13,0,other
envision a governance model similar to that prepared for the province’s ORION network.,11.039999961853027,0,0,388.4,90.0483627319336,12.320648193359375,12.37935180664067,0.2793518066405909,6,0,0,0,0,13,0,other
"More information regarding the envisioned phasing, funding and resources required for the",11.039999961853027,0,0,413.1,90.0483627319336,12.320648193359375,0.2793518066405909,12.37935180664067,6,0,0,0,0,12,0,other
ODL can be found in the appendixes.,11.039999961853027,0,0,425.7,90.0483627319336,12.320648193359375,21.07935180664066,0.2793518066405909,6,0,0,0,0,7,0,other
The Business Plan to be Developed,12.0,0,0,459.1,96.04060363769531,16.90802001953125,27.59197998046875,21.07935180664066,6,0,0,0,0,6,0,other
The business plan which needs to be developed for the ODL must be a formal business plan,11.039999961853027,0,0,503.6,90.04060363769531,12.3206787109375,0.27932128906252274,27.59197998046875,6,0,0,0,0,17,0,other
"that documents and clearly communicates the ODL’s services, funding and governance",11.039999961853027,0,0,516.2,90.04060363769531,12.3206787109375,0.27932128906240905,0.27932128906252274,6,0,0,0,0,11,0,other
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11.039999961853027,0,0,528.8,90.04060363769531,12.3206787109375,0.3793212890625455,0.27932128906240905,6,0,0,0,0,13,0,other
"2007. The planning process must also secure the full commitment of all stakeholders, as",11.039999961853027,0,0,541.5,90.04060363769531,12.3206787109375,0.27932128906252274,0.3793212890625455,6,0,0,0,1,14,0,other
represented on the Steering Committee.,11.039999961853027,0,0,554.1,90.04060363769531,12.3206787109375,11.779321289062523,0.27932128906252274,6,0,0,0,0,5,0,other
"Specifically, the business plan must include:",11.039999961853027,0,0,578.2,90.04060363769531,12.3206787109375,13.079321289062477,11.779321289062523,6,0,0,1,0,6,0,other
"how the ODL will be implemented, including the timeline",11.039999961853027,0,0,603.6,132.03675842285156,12.3206787109375,0.3793212890624318,13.079321289062477,6,0,0,0,0,9,0,other
the financial plan for the implementation,11.039999961853027,0,0,616.3,132.03675842285156,12.3206787109375,0.27932128906252274,0.3793212890624318,6,0,0,0,0,6,0,other
"the financial plan for the first 2 operating years, including capital and operating costs,",11.039999961853027,0,0,628.9,132.03675842285156,12.3206787109375,0.27932128906252274,0.27932128906252274,6,0,0,0,0,14,0,other
"revenues, etc.",11.039999961853027,0,0,641.5,135.03964233398438,12.3206787109375,0.3793212890625455,0.27932128906252274,6,0,0,0,0,2,0,other
a financial forecast for the succeeding 2 operating years,11.039999961853027,0,0,654.2,132.03680419921875,12.3206787109375,0.27932128906240905,0.3793212890625455,6,0,0,0,0,9,0,other
the services and products to be delivered by the ODL,11.039999961853027,0,0,666.8,132.03677368164062,12.3206787109375,0.3793212890625455,0.27932128906240905,6,0,0,0,0,10,0,other
how the ODL will operate and be managed following the implementation,11.039999961853027,0,0,679.5,132.03677368164062,12.3206787109375,0.27932128906252274,0.3793212890625455,6,0,0,0,0,11,0,other
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,0,0,692.1,132.03677368164062,12.3206787109375,0.27932128906252274,0.27932128906252274,6,0,0,0,0,13,0,other
implementation and operational stages,11.039999961853027,0,0,704.7,130.6016082763672,12.3206787109375,13.979321289062455,0.27932128906252274,6,0,0,0,0,4,0,other
6,9.0,0,1,731.0,516.640625,12.6810302734375,0.0,13.979321289062455,6,0,0,0,1,1,0,other
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7.559999942779541,1,1,734.0,90.04060363769531,8.43695068359375,0.0,0.0,6,0,0,0,0,11,0,other
the marketing and communications plan for the ODL,11.039999961853027,0,0,72.2,132.0408935546875,12.320632934570312,0.2793670654296818,0.0,7,0,0,0,0,8,0,other
the commitment of all stakeholders to their responsibilities,11.039999961853027,0,0,84.8,132.0408935546875,12.320632934570312,12.979367065429685,0.2793670654296818,7,0,0,0,0,8,0,other
The process of developing this business plan must be extremely consultative to ensure that,11.039999961853027,0,0,110.1,90.04473876953125,12.320632934570312,0.37936706542969034,12.979367065429685,7,0,0,0,0,14,0,other
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,11.039999961853027,0,1,122.8,90.04473876953125,12.320632934570312,0.2793670654296818,0.37936706542969034,7,0,0,0,0,13,0,other
indicate how this consultative process will be approached.,11.039999961853027,0,1,135.4,90.04473876953125,12.320632934570312,13.079367065429693,0.2793670654296818,7,0,0,0,0,8,0,other
"The business plan for the ODL must address significant issues. There are, for example,",11.039999961853027,0,0,160.8,90.04473876953125,12.320632934570312,0.2793670654296818,13.079367065429693,7,0,0,0,0,14,0,other
enormous differences in the financial resources available to libraries mandated to provide,11.039999961853027,0,0,173.4,90.04473876953125,12.320632934570312,0.37936706542967613,0.2793670654296818,7,0,0,0,0,12,0,other
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.039999961853027,0,0,186.1,90.04473876953125,12.320632934570312,0.2793670654296818,0.37936706542967613,7,0,0,0,0,12,0,other
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.039999961853027,0,0,198.7,90.04473876953125,12.320632934570312,0.27936706542971024,0.2793670654296818,7,0,0,0,0,12,0,other
"patrons with electronic services and resources. Many others, particularly in rural regions, do",11.039999961853027,0,0,211.3,90.04473876953125,12.320632934570312,0.37936706542967613,0.27936706542971024,7,0,0,0,0,13,0,other
not. The proposal must indicate how these issues will be approached.,11.039999961853027,0,1,224.0,90.04473876953125,12.320632934570312,33.77936706542971,0.37936706542967613,7,0,0,0,0,11,0,other
Milestones,12.0,0,0,270.1,96.04060363769531,16.90802001953125,15.991979980468727,33.77936706542971,7,1,0,0,0,1,0,other
1) A preliminary report will be issued during June 2003.,11.039999961853027,0,1,303.0,108.04060363769531,12.320648193359375,12.279351806640648,15.991979980468727,7,0,0,0,1,10,0,other
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11.039999961853027,0,1,327.6,108.04060363769531,12.320648193359375,0.37935180664061363,12.279351806640648,7,0,0,0,1,15,0,other
"community will be available by August 1, 2003 and that there will be an opportunity",11.039999961853027,0,1,340.3,126.03580474853516,12.320648193359375,0.2793518066405909,0.37935180664061363,7,0,0,0,0,15,0,other
for responses to be evaluated.,11.039999961853027,0,1,352.9,126.03580474853516,12.320648193359375,12.37935180664067,0.2793518066405909,7,0,0,0,0,5,0,other
3) The business plan must be completed and approved by the ODL Steering Committee,11.039999961853027,0,1,377.6,108.04060363769531,12.320648193359375,0.2793518066405909,12.37935180664067,7,0,0,0,1,14,0,other
"no later than September 30, 2003.",11.039999961853027,0,1,390.2,126.03580474853516,12.320648193359375,21.07935180664066,0.2793518066405909,7,0,0,0,0,6,0,other
Approach and Specific Proposal Requirements,12.0,0,0,423.6,99.52059936523438,16.90802001953125,16.09197998046875,21.07935180664066,7,0,0,0,0,5,0,other
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11.039999961853027,0,1,456.6,90.04060363769531,12.320648193359375,0.2793518066405909,16.09197998046875,7,0,0,0,0,14,0,other
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11.039999961853027,0,0,469.2,90.04058837890625,12.320648193359375,0.37935180664061363,0.2793518066405909,7,0,0,0,0,14,0,other
"Given the consultative nature of this business planning process, the firm/consultant will also",11.039999961853027,0,0,481.9,90.04058837890625,12.320648193359375,0.27935180664064774,0.37935180664061363,7,0,0,0,0,13,0,other
be expected to travel and communicate regularly with various stakeholders as well as with,11.039999961853027,0,0,494.5,90.04058837890625,12.320648193359375,0.27935180664064774,0.27935180664064774,7,0,0,0,0,14,0,other
electronic resource publishers/vendors.,11.039999961853027,0,0,507.1,90.04058837890625,12.3206787109375,12.379321289062432,0.27935180664064774,7,0,0,0,0,3,0,other
The proposal should include the following information:,11.039999961853027,0,0,531.8,90.04058837890625,12.3206787109375,12.279321289062523,12.379321289062432,7,0,0,1,0,7,0,other
a) name of the firm/consultant,11.039999961853027,0,0,556.4,108.0357894897461,12.3206787109375,0.3793212890625455,12.279321289062523,7,0,0,0,0,5,0,other
"b) names of those individuals who will be engaged in this project, their specific",11.039999961853027,0,0,569.1,108.03579711914062,12.3206787109375,0.27932128906252274,0.3793212890625455,7,0,0,0,0,14,0,other
responsibilities on this project and relevant experience/qualifications,11.039999961853027,0,0,581.7,108.03579711914062,12.3206787109375,0.27932128906240905,0.27932128906252274,7,0,0,0,0,7,0,other
c) description of similar engagements that highlight the firm’s experience in business,11.039999961853027,0,0,594.3,108.03579711914062,12.3206787109375,0.3793212890625455,0.27932128906240905,7,0,0,0,0,12,0,other
planning and building stakeholder commitment,11.039999961853027,0,0,607.0,108.03579711914062,12.3206787109375,0.27932128906252274,0.3793212890625455,7,0,0,0,0,5,0,other
d) references with details of work completed for these references,11.039999961853027,0,0,619.6,108.03579711914062,12.3206787109375,0.3793212890624318,0.27932128906252274,7,0,0,0,0,10,0,other
"e) description of the approach that will be used for completing the business plan,",11.039999961853027,0,0,632.3,108.03579711914062,12.3206787109375,0.27932128906252274,0.3793212890624318,7,0,0,0,0,14,0,other
including a timeline,11.039999961853027,0,0,644.9,108.03579711914062,12.3206787109375,0.27932128906252274,0.27932128906252274,7,0,0,0,0,3,0,other
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11.039999961853027,0,0,657.5,108.03579711914062,12.3206787109375,0.3793212890625455,0.27932128906252274,7,0,0,0,0,14,0,other
structure,11.039999961853027,0,0,670.2,108.03579711914062,12.3206787109375,48.479321289062455,0.3793212890625455,7,0,0,0,0,1,0,other
7,9.0,0,1,731.0,516.640625,12.6810302734375,0.0,48.479321289062455,7,0,0,0,1,1,0,other
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7.559999942779541,1,1,734.0,90.04060363769531,8.43695068359375,0.0,0.0,7,0,0,0,0,11,0,other
Evaluation and Awarding of Contract,12.0,0,0,81.0,96.04060363769531,16.907997131347656,24.89200286865234,0.0,8,0,0,0,0,5,0,other
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11.039999961853027,0,0,122.8,90.04060363769531,12.320632934570312,0.47936706542967045,24.89200286865234,8,0,0,0,0,17,0,other
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11.039999961853027,0,0,135.6,90.04060363769531,12.320632934570312,0.2793670654296818,0.47936706542967045,8,0,0,0,0,18,0,other
any of the bidders responding to this RFP and we may seek further response.,11.039999961853027,0,0,148.2,90.04060363769531,12.320632934570312,12.27936706542971,0.2793670654296818,8,0,0,0,0,14,0,other
"Specifically, proposals will be evaluated proposals according to the following criteria:",11.039999961853027,0,0,172.8,90.04060363769531,12.320632934570312,25.079367065429665,12.27936706542971,8,0,0,1,0,11,0,other
Quality of the proposal /approach outlined for undertaking the business planning process,11.039999961853027,0,0,210.2,126.04203796386719,12.320632934570312,0.37936706542970455,25.079367065429665,8,0,0,0,0,12,0,other
Demonstrated experience,11.039999961853027,0,0,222.9,126.04203796386719,12.320632934570312,0.2793670654296818,0.37936706542970455,8,0,0,0,0,2,0,other
"Cost, including expenses",11.039999961853027,0,0,235.5,126.04203796386719,12.320632934570312,0.2793670654296818,0.2793670654296818,8,0,0,0,0,3,0,other
Timeline and projected completion date,11.039999961853027,0,0,248.1,126.04203796386719,12.320632934570312,0.8793670654296761,0.2793670654296818,8,0,0,0,0,5,0,other
Other relevant factors as determined by the ODL Steering Committee,11.039999961853027,0,0,261.3,126.04203796386719,12.320648193359375,12.979351806640636,0.8793670654296761,8,0,0,0,0,10,0,other
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11.039999961853027,0,0,286.6,90.04060363769531,12.320648193359375,0.37935180664061363,12.979351806640636,8,0,0,0,0,13,0,other
(mridley@uoguelph.ca).,11.039999961853027,0,0,299.3,90.04060363769531,12.320648193359375,13.079351806640602,0.37935180664061363,8,0,0,0,0,1,0,other
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,11.039999961853027,0,0,324.7,90.04060363769531,12.320648193359375,0.27935180664064774,13.079351806640602,8,0,0,0,0,18,0,other
Committee.,11.039999961853027,0,0,337.3,90.04060363769531,12.320648193359375,381.3793518066406,0.27935180664064774,8,1,0,0,0,1,0,other
8,9.0,0,1,731.0,516.640625,12.6810302734375,0.0,381.3793518066406,8,0,0,0,1,1,0,other
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7.559999942779541,1,1,734.0,90.04060363769531,8.43695068359375,0.0,0.0,8,0,0,0,0,11,0,other
Appendix A: ODL Envisioned Phases & Funding,12.0,0,0,107.5,90.04060363769531,16.907997131347656,15.392002868652355,0.0,9,0,0,0,0,7,0,other
Phase I: Business Planning,9.960000038146973,1,0,139.8,90.04049682617188,11.1153564453125,11.8846435546875,15.392002868652355,9,1,0,0,0,4,0,other
Timeline: March 2003 – September 2003,9.960000038146973,1,1,162.8,90.04049682617188,11.11541748046875,0.38458251953125,11.8846435546875,9,1,0,0,0,6,0,other
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",9.960000038146973,1,1,174.3,90.0405044555664,11.11541748046875,11.88458251953125,0.38458251953125,9,0,0,0,0,12,0,other
Result: The ODL business plan,9.960000038146973,1,1,197.3,90.0405044555664,11.1153564453125,11.984643554687494,11.88458251953125,9,0,0,0,0,5,0,other
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",9.960000038146973,0,0,220.4,90.04049682617188,11.1153564453125,0.3846435546875,11.984643554687494,9,0,0,0,0,19,0,other
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9.960000038146973,0,0,231.9,90.04049682617188,11.1153564453125,0.4846435546874943,0.3846435546875,9,0,0,0,0,15,0,other
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,9.960000038146973,0,0,243.5,90.04049682617188,11.1153564453125,11.784643554687477,0.4846435546874943,9,0,0,0,0,17,0,other
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9.960000038146973,0,0,266.4,90.04049682617188,11.1153564453125,0.3846435546875,11.784643554687477,9,0,0,0,0,16,0,other
consultative approach. To ensure that the planning results in a workable plan with the full commitment,9.960000038146973,0,0,277.9,90.04049682617188,11.1153564453125,0.3846435546875,0.3846435546875,9,0,0,0,0,16,0,other
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9.960000038146973,0,0,289.4,90.04049682617188,11.1153564453125,0.48464355468752274,0.3846435546875,9,0,0,0,0,15,0,other
communication components so critical in a consultative process.,9.960000038146973,0,0,301.0,90.04049682617188,11.1153564453125,23.18464355468751,0.48464355468752274,9,0,0,0,0,8,0,other
Phase II: Implementing and Transitioning,9.960000038146973,1,0,335.3,90.04049682617188,11.1153564453125,11.8846435546875,23.18464355468751,9,0,0,0,0,5,0,other
Timeline: April 2004 – December 2006,9.960000038146973,1,1,358.3,90.04049682617188,11.1153564453125,0.3846435546875,11.8846435546875,9,1,0,0,0,6,0,other
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,9.960000038146973,1,1,369.8,90.04049682617188,11.115386962890625,0.4846130371093409,0.3846435546875,9,0,0,0,0,14,0,other
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",9.960000038146973,0,1,381.4,90.0405044555664,11.1153564453125,0.2846435546875341,0.4846130371093409,9,0,0,0,0,17,0,other
stakeholders and other interested parties.,9.960000038146973,0,1,392.8,90.04049682617188,11.1153564453125,11.8846435546875,0.2846435546875341,9,0,0,0,0,5,0,other
Result: The ODL is implemented and validated,9.960000038146973,1,1,415.8,90.04049682617188,11.1153564453125,12.084643554687489,11.8846435546875,9,0,0,0,0,7,0,other
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9.960000038146973,0,0,439.0,90.04049682617188,11.1153564453125,0.3846435546875,12.084643554687489,9,0,0,0,0,17,0,other
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9.960000038146973,0,0,450.5,90.04049682617188,11.1153564453125,0.28464355468747726,0.3846435546875,9,0,0,0,0,18,0,other
providing services. The transition must occur while libraries continue to provide existing services and,9.960000038146973,0,0,461.9,90.04049682617188,11.1153564453125,0.3846435546875,0.28464355468747726,9,0,0,0,0,14,0,other
"respond to current challenges. This implementation phase will funded by a partnership of government,",9.960000038146973,0,0,473.4,90.04049682617188,11.1153564453125,0.3846435546875,0.3846435546875,9,0,0,0,0,14,0,other
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,9.960000038146973,0,0,484.9,90.04049682617188,11.1153564453125,11.984643554687523,0.3846435546875,9,0,0,0,0,14,0,other
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,9.960000038146973,0,0,508.0,90.04049682617188,11.1153564453125,0.28464355468747726,11.984643554687523,9,0,0,0,0,16,0,other
"and content of the ODL is created and secured. Some of the funding will be new money, although there",9.960000038146973,0,1,519.4,90.04049682617188,11.1153564453125,0.28464355468747726,0.28464355468747726,9,0,0,0,0,19,0,other
is every indication that existing budgets and methods of operating may be modified as a result of,9.960000038146973,0,1,530.8,90.04048156738281,11.1153564453125,0.3846435546875,0.28464355468747726,9,0,0,0,0,17,0,other
"recommendations . During this phase the polices, procedures, governance structures and accountability",9.960000038146973,0,1,542.3,90.04048156738281,11.1153564453125,0.5846435546875455,0.3846435546875,9,0,0,0,0,12,0,other
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",9.960000038146973,0,0,554.0,90.04048919677734,11.1153564453125,0.3846435546875,0.5846435546875455,9,0,0,0,0,17,0,other
"Information resources will be identified, contracts for these resources will be negotiated and resources",9.960000038146973,0,0,565.5,90.04048919677734,11.1153564453125,0.3846435546875,0.3846435546875,9,0,0,0,0,14,0,other
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,9.960000038146973,0,0,577.0,90.04048919677734,11.1153564453125,0.3846435546875,0.3846435546875,9,0,0,0,0,17,0,other
achieving its objectives and is accountable to its key communities.,9.960000038146973,0,0,588.5,90.04048919677734,11.1153564453125,11.684643554687455,0.3846435546875,9,0,0,0,0,10,0,other
Phase III: Operating and Growing the ODL,9.960000038146973,1,0,611.3,90.04048919677734,11.1153564453125,11.984643554687523,11.684643554687455,9,0,0,0,0,7,0,other
Timeline: January 2007 -,9.960000038146973,1,1,634.4,90.04048919677734,11.1153564453125,0.3846435546875,11.984643554687523,9,1,0,0,0,4,0,other
Funding: $50 Million annually ($35 Million requested from government),9.960000038146973,1,1,645.9,90.04048156738281,11.11541748046875,11.784582519531227,0.3846435546875,9,0,0,0,0,9,0,other
Result: The ODL is fully operational and sustainable,9.960000038146973,1,1,668.8,90.04048919677734,11.11541748046875,12.084582519531295,11.784582519531227,9,0,0,0,0,8,0,other
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,9.960000038146973,0,0,692.0,90.05046081542969,11.1153564453125,0.3846435546875,12.084582519531295,9,0,0,0,0,17,0,other
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,9.960000038146973,0,0,703.5,90.05046081542969,11.1153564453125,16.3846435546875,0.3846435546875,9,0,0,0,0,16,0,other
9,9.0,0,1,731.0,516.640625,12.6810302734375,0.0,16.3846435546875,9,0,0,0,1,1,0,other
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7.559999942779541,1,1,734.0,90.04060363769531,8.43695068359375,0.0,0.0,9,0,0,0,0,11,0,other
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,9.960000038146973,0,0,72.2,90.04060363769531,11.115364074707031,0.38463592529296875,0.0,10,0,0,0,0,15,0,other
